Vocab size: 100
Model config: {'vocab_size': 100, 'd_model': 256, 'd_ff': 2048, 'n_head': 8, 'd_kv': 64, 'n_encoder_layers': 4, 'n_decoder_layers': 4, 'dropout': 0.04, 'attn_dropout': 0.0, 'relative_attention_num_buckets': 32, 'relative_attention_max_distance': 128}
Pretrained: embedding mapped 38/100 tokens
Pretrained: loaded encoder (4L) + decoder (4L) weights from /home/saumya/.cache/autoresearch/pretrained/models/pretrain/simple
Total parameters: 14,712,576
Estimated FLOPs per sample: 8.827546e+07
Time budget: 300s

step 05673 (41.0%) | loss: 0.043932 | mae: 31.38 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 177s    
step 05674 (41.0%) | loss: 0.043823 | mae: 28.08 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 177s    
step 05675 (41.0%) | loss: 0.044006 | mae: 31.21 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 177s    
step 05676 (41.0%) | loss: 0.043667 | mae: 34.54 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 177s    
step 05677 (41.0%) | loss: 0.044675 | mae: 25.87 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 177s    
step 05678 (41.0%) | loss: 0.044844 | mae: 30.91 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 177s    
step 05679 (41.0%) | loss: 0.045098 | mae: 31.50 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 177s    
step 05680 (41.1%) | loss: 0.047035 | mae: 40.71 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 177s    
step 05681 (41.1%) | loss: 0.046388 | mae: 34.14 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 177s    
step 05682 (41.1%) | loss: 0.046326 | mae: 33.65 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 177s    
step 05683 (41.1%) | loss: 0.046366 | mae: 31.18 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 177s    
step 05684 (41.1%) | loss: 0.046443 | mae: 30.26 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 177s    
step 05685 (41.1%) | loss: 0.047914 | mae: 31.52 | lrm: 1.00 | dt: 23ms | epoch: 36 | remaining: 177s    
step 05686 (41.1%) | loss: 0.049162 | mae: 33.00 | lrm: 1.00 | dt: 23ms | epoch: 36 | remaining: 177s    
step 05687 (41.1%) | loss: 0.047908 | mae: 31.21 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 177s    
step 05688 (41.1%) | loss: 0.050146 | mae: 32.06 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 177s    
step 05689 (41.1%) | loss: 0.048813 | mae: 27.84 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 177s    
step 05690 (41.1%) | loss: 0.048465 | mae: 30.60 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 177s    
step 05691 (41.1%) | loss: 0.048130 | mae: 33.56 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 177s    
step 05692 (41.1%) | loss: 0.046517 | mae: 27.68 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 177s    
step 05693 (41.2%) | loss: 0.045587 | mae: 31.30 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 177s    
step 05694 (41.2%) | loss: 0.046264 | mae: 30.26 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 177s    
step 05695 (41.2%) | loss: 0.045948 | mae: 26.12 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 176s    
step 05696 (41.2%) | loss: 0.047175 | mae: 33.17 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 176s    
step 05697 (41.2%) | loss: 0.048245 | mae: 23.41 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 176s    
step 05698 (41.2%) | loss: 0.048697 | mae: 32.19 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 176s    
step 05699 (41.2%) | loss: 0.049146 | mae: 28.44 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 176s    
step 05700 (41.2%) | loss: 0.048635 | mae: 32.04 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 176s    
step 05701 (41.2%) | loss: 0.048772 | mae: 29.54 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 176s    
step 05702 (41.2%) | loss: 0.048023 | mae: 27.14 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 176s    
step 05703 (41.2%) | loss: 0.047152 | mae: 32.48 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 176s    
step 05704 (41.2%) | loss: 0.046427 | mae: 31.89 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 176s    
step 05705 (41.2%) | loss: 0.046877 | mae: 32.53 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 176s    
step 05706 (41.2%) | loss: 0.047085 | mae: 29.60 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 176s    
step 05707 (41.3%) | loss: 0.045497 | mae: 31.53 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 176s    
step 05708 (41.3%) | loss: 0.047513 | mae: 31.86 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 176s    
step 05709 (41.3%) | loss: 0.047692 | mae: 30.02 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 176s    
step 05710 (41.3%) | loss: 0.048247 | mae: 32.25 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 176s    
step 05711 (41.3%) | loss: 0.046796 | mae: 31.09 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 176s    
step 05712 (41.3%) | loss: 0.046265 | mae: 34.96 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 176s    
step 05713 (41.3%) | loss: 0.045574 | mae: 28.01 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 176s    
step 05714 (41.3%) | loss: 0.045857 | mae: 33.65 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 176s    
step 05715 (41.3%) | loss: 0.044698 | mae: 24.08 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 176s    
step 05716 (41.3%) | loss: 0.045054 | mae: 33.23 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 176s    
step 05717 (41.3%) | loss: 0.044811 | mae: 31.44 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 176s    
step 05718 (41.3%) | loss: 0.044903 | mae: 29.80 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 176s    
step 05719 (41.3%) | loss: 0.044838 | mae: 35.19 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 176s    
step 05720 (41.3%) | loss: 0.045558 | mae: 34.17 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 176s    
step 05721 (41.4%) | loss: 0.044644 | mae: 23.89 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 176s    
step 05722 (41.4%) | loss: 0.044347 | mae: 33.32 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 176s    
step 05723 (41.4%) | loss: 0.045260 | mae: 38.58 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 176s    
step 05724 (41.4%) | loss: 0.043959 | mae: 28.39 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 176s    
step 05725 (41.4%) | loss: 0.043204 | mae: 40.31 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 176s    
step 05726 (41.4%) | loss: 0.044061 | mae: 30.22 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 176s    
step 05727 (41.4%) | loss: 0.043608 | mae: 33.34 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 176s    
step 05728 (41.4%) | loss: 0.043709 | mae: 37.26 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 176s    
step 05729 (41.4%) | loss: 0.042583 | mae: 32.30 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 176s    
step 05730 (41.4%) | loss: 0.042815 | mae: 21.71 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 176s    
step 05731 (41.4%) | loss: 0.042253 | mae: 36.68 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 176s    
step 05732 (41.4%) | loss: 0.042725 | mae: 29.63 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 176s    
step 05733 (41.4%) | loss: 0.044275 | mae: 35.71 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 176s    
step 05734 (41.4%) | loss: 0.043146 | mae: 29.06 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 176s    
step 05735 (41.5%) | loss: 0.042819 | mae: 31.45 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 176s    
step 05736 (41.5%) | loss: 0.042604 | mae: 35.34 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 176s    
step 05737 (41.5%) | loss: 0.041846 | mae: 36.93 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 176s    
step 05738 (41.5%) | loss: 0.043297 | mae: 31.17 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 176s    
step 05739 (41.5%) | loss: 0.043640 | mae: 39.44 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 176s    
step 05740 (41.5%) | loss: 0.042721 | mae: 30.40 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 175s    
step 05741 (41.5%) | loss: 0.043717 | mae: 32.36 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 175s    
step 05742 (41.5%) | loss: 0.043736 | mae: 28.32 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 175s    
step 05743 (41.5%) | loss: 0.045819 | mae: 29.55 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 175s    
step 05744 (41.5%) | loss: 0.047415 | mae: 37.11 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 175s    
step 05745 (41.5%) | loss: 0.046580 | mae: 29.19 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 175s    
step 05746 (41.5%) | loss: 0.045969 | mae: 31.48 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 175s    
step 05747 (41.5%) | loss: 0.046481 | mae: 31.58 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 175s    
step 05748 (41.6%) | loss: 0.046846 | mae: 29.01 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 175s    
step 05749 (41.6%) | loss: 0.047040 | mae: 22.65 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 175s    
step 05750 (41.6%) | loss: 0.045587 | mae: 29.96 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 175s    
step 05751 (41.6%) | loss: 0.044401 | mae: 31.57 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 175s    
step 05752 (41.6%) | loss: 0.044369 | mae: 35.99 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 175s    
step 05753 (41.6%) | loss: 0.043108 | mae: 32.43 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 175s    
step 05754 (41.6%) | loss: 0.042257 | mae: 25.72 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 175s    
step 05755 (41.6%) | loss: 0.045356 | mae: 23.46 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 175s    
step 05756 (41.6%) | loss: 0.045529 | mae: 36.61 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 175s    
step 05757 (41.6%) | loss: 0.045328 | mae: 32.98 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 175s    
step 05758 (41.6%) | loss: 0.044968 | mae: 26.44 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 175s    
step 05759 (41.6%) | loss: 0.043446 | mae: 29.02 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 175s    
step 05760 (41.6%) | loss: 0.042061 | mae: 32.92 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 175s    
step 05761 (41.6%) | loss: 0.042039 | mae: 26.64 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 175s    
step 05762 (41.7%) | loss: 0.041732 | mae: 33.23 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 175s    
step 05763 (41.7%) | loss: 0.042635 | mae: 36.55 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 175s    
step 05764 (41.7%) | loss: 0.043100 | mae: 33.27 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 175s    
step 05765 (41.7%) | loss: 0.043008 | mae: 34.09 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 175s    
step 05766 (41.7%) | loss: 0.043130 | mae: 28.09 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 175s    
step 05767 (41.7%) | loss: 0.042960 | mae: 31.11 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 175s    
step 05768 (41.7%) | loss: 0.043247 | mae: 30.60 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 175s    
step 05769 (41.7%) | loss: 0.043014 | mae: 33.48 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 175s    
step 05770 (41.7%) | loss: 0.042270 | mae: 27.66 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 175s    
step 05771 (41.7%) | loss: 0.042996 | mae: 33.70 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 175s    
step 05772 (41.7%) | loss: 0.041900 | mae: 24.66 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 175s    
step 05773 (41.7%) | loss: 0.044815 | mae: 26.49 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 175s    
step 05774 (41.7%) | loss: 0.044859 | mae: 25.82 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 175s    
step 05775 (41.7%) | loss: 0.044909 | mae: 30.31 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 175s    
step 05776 (41.8%) | loss: 0.044232 | mae: 27.19 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 175s    
step 05777 (41.8%) | loss: 0.043572 | mae: 29.81 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 175s    
step 05778 (41.8%) | loss: 0.046996 | mae: 34.25 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 175s    
step 05779 (41.8%) | loss: 0.047553 | mae: 32.76 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 175s    
step 05780 (41.8%) | loss: 0.049177 | mae: 41.12 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 175s    
step 05781 (41.8%) | loss: 0.049819 | mae: 31.12 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 175s    
step 05782 (41.8%) | loss: 0.050032 | mae: 30.39 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 175s    
step 05783 (41.8%) | loss: 0.050216 | mae: 24.86 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 175s    
step 05784 (41.8%) | loss: 0.050273 | mae: 44.03 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 175s    
step 05785 (41.8%) | loss: 0.049898 | mae: 30.48 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 175s    
step 05786 (41.8%) | loss: 0.047781 | mae: 32.22 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 174s    
step 05787 (41.8%) | loss: 0.050445 | mae: 30.57 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 174s    
step 05788 (41.8%) | loss: 0.049197 | mae: 34.57 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 174s    
step 05789 (41.8%) | loss: 0.049522 | mae: 31.08 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 174s    
step 05790 (41.9%) | loss: 0.050087 | mae: 35.40 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 174s    
step 05791 (41.9%) | loss: 0.049758 | mae: 31.33 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 174s    
step 05792 (41.9%) | loss: 0.049032 | mae: 31.58 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 174s    
step 05793 (41.9%) | loss: 0.047981 | mae: 37.70 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 174s    
step 05794 (41.9%) | loss: 0.047667 | mae: 29.68 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 174s    
step 05795 (41.9%) | loss: 0.047499 | mae: 37.89 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 174s    
step 05796 (41.9%) | loss: 0.045658 | mae: 27.63 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 174s    
step 05797 (41.9%) | loss: 0.045175 | mae: 36.97 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 174s    
step 05798 (41.9%) | loss: 0.045298 | mae: 28.97 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 174s    
step 05799 (41.9%) | loss: 0.044693 | mae: 36.10 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 174s    
step 05800 (41.9%) | loss: 0.045803 | mae: 41.07 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 174s    
step 05801 (41.9%) | loss: 0.046453 | mae: 31.80 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 174s    
step 05802 (41.9%) | loss: 0.044354 | mae: 26.09 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 174s    
step 05803 (42.0%) | loss: 0.044866 | mae: 42.18 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 174s    
step 05804 (42.0%) | loss: 0.045021 | mae: 31.10 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 174s    
step 05805 (42.0%) | loss: 0.044218 | mae: 23.64 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 174s    
step 05806 (42.0%) | loss: 0.044098 | mae: 35.02 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 174s    
step 05807 (42.0%) | loss: 0.045375 | mae: 33.60 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 174s    
step 05808 (42.0%) | loss: 0.046085 | mae: 31.16 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 174s    
step 05809 (42.0%) | loss: 0.046503 | mae: 24.11 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 174s    
step 05810 (42.0%) | loss: 0.047460 | mae: 31.90 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 174s    
step 05811 (42.0%) | loss: 0.045953 | mae: 29.68 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 174s    
step 05812 (42.0%) | loss: 0.045512 | mae: 28.43 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 174s    
step 05813 (42.0%) | loss: 0.046828 | mae: 22.99 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 174s    
step 05814 (42.0%) | loss: 0.046170 | mae: 32.97 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 174s    
step 05815 (42.0%) | loss: 0.047409 | mae: 30.29 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 174s    
step 05816 (42.0%) | loss: 0.044761 | mae: 36.95 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 174s    
step 05817 (42.1%) | loss: 0.044318 | mae: 23.31 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 174s    
step 05818 (42.1%) | loss: 0.043021 | mae: 33.91 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 174s    
step 05819 (42.1%) | loss: 0.043833 | mae: 29.41 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 174s    
step 05820 (42.1%) | loss: 0.047908 | mae: 27.55 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 174s    
step 05821 (42.1%) | loss: 0.047377 | mae: 29.80 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 174s    
step 05822 (42.1%) | loss: 0.047972 | mae: 28.97 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 174s    
step 05823 (42.1%) | loss: 0.048445 | mae: 30.15 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 174s    
step 05824 (42.1%) | loss: 0.049325 | mae: 32.58 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 174s    
step 05825 (42.1%) | loss: 0.048338 | mae: 26.64 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 174s    
step 05826 (42.1%) | loss: 0.047445 | mae: 28.74 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 174s    
step 05827 (42.1%) | loss: 0.045734 | mae: 30.33 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 174s    
step 05828 (42.1%) | loss: 0.045836 | mae: 34.65 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 174s    
step 05829 (42.1%) | loss: 0.045111 | mae: 31.75 | lrm: 1.00 | dt: 22ms | epoch: 36 | remaining: 174s    
step 05830 (42.1%) | loss: 0.046376 | mae: 37.79 | lrm: 1.00 | dt: 22ms | epoch: 37 | remaining: 174s    
step 05831 (42.2%) | loss: 0.047698 | mae: 35.55 | lrm: 1.00 | dt: 23ms | epoch: 37 | remaining: 174s    
step 05832 (42.2%) | loss: 0.047793 | mae: 31.80 | lrm: 1.00 | dt: 22ms | epoch: 37 | remaining: 173s    
step 05833 (42.2%) | loss: 0.047896 | mae: 30.15 | lrm: 1.00 | dt: 22ms | epoch: 37 | remaining: 173s    
step 05834 (42.2%) | loss: 0.047332 | mae: 32.83 | lrm: 1.00 | dt: 22ms | epoch: 37 | remaining: 173s    
step 05835 (42.2%) | loss: 0.046644 | mae: 28.44 | lrm: 1.00 | dt: 22ms | epoch: 37 | remaining: 173s    
step 05836 (42.2%) | loss: 0.046379 | mae: 29.51 | lrm: 1.00 | dt: 22ms | epoch: 37 | remaining: 173s    
step 05837 (42.2%) | loss: 0.049490 | mae: 27.85 | lrm: 1.00 | dt: 22ms | epoch: 37 | remaining: 173s    
step 05838 (42.2%) | loss: 0.050093 | mae: 31.17 | lrm: 1.00 | dt: 22ms | epoch: 37 | remaining: 173s    
step 05839 (42.2%) | loss: 0.050539 | mae: 34.42 | lrm: 1.00 | dt: 22ms | epoch: 37 | remaining: 173s    
step 05840 (42.2%) | loss: 0.050706 | mae: 32.61 | lrm: 1.00 | dt: 22ms | epoch: 37 | remaining: 173s    
step 05841 (42.2%) | loss: 0.049285 | mae: 33.63 | lrm: 1.00 | dt: 22ms | epoch: 37 | remaining: 173s    
step 05842 (42.2%) | loss: 0.048388 | mae: 35.67 | lrm: 1.00 | dt: 22ms | epoch: 37 | remaining: 173s    
step 05843 (42.2%) | loss: 0.046919 | mae: 31.14 | lrm: 1.00 | dt: 22ms | epoch: 37 | remaining: 173s    
step 05844 (42.2%) | loss: 0.046541 | mae: 28.42 | lrm: 1.00 | dt: 22ms | epoch: 37 | remaining: 173s    
step 05845 (42.3%) | loss: 0.046992 | mae: 33.94 | lrm: 1.00 | dt: 22ms | epoch: 37 | remaining: 173s    
step 05846 (42.3%) | loss: 0.045350 | mae: 25.46 | lrm: 1.00 | dt: 22ms | epoch: 37 | remaining: 173s    
step 05847 (42.3%) | loss: 0.045070 | mae: 25.69 | lrm: 1.00 | dt: 22ms | epoch: 37 | remaining: 173s    
step 05848 (42.3%) | loss: 0.043296 | mae: 28.54 | lrm: 1.00 | dt: 22ms | epoch: 37 | remaining: 173s    
step 05849 (42.3%) | loss: 0.043751 | mae: 35.85 | lrm: 1.00 | dt: 22ms | epoch: 37 | remaining: 173s    
step 05850 (42.3%) | loss: 0.042832 | mae: 34.42 | lrm: 1.00 | dt: 22ms | epoch: 37 | remaining: 173s    
step 05851 (42.3%) | loss: 0.044658 | mae: 27.43 | lrm: 1.00 | dt: 22ms | epoch: 37 | remaining: 173s    
step 05852 (42.3%) | loss: 0.045882 | mae: 32.22 | lrm: 1.00 | dt: 22ms | epoch: 37 | remaining: 173s    
step 05853 (42.3%) | loss: 0.046752 | mae: 31.51 | lrm: 1.00 | dt: 22ms | epoch: 37 | remaining: 173s    
step 05854 (42.3%) | loss: 0.045985 | mae: 30.63 | lrm: 1.00 | dt: 22ms | epoch: 37 | remaining: 173s    
step 05855 (42.3%) | loss: 0.046816 | mae: 34.92 | lrm: 1.00 | dt: 22ms | epoch: 37 | remaining: 173s    
step 05856 (42.3%) | loss: 0.045164 | mae: 33.10 | lrm: 1.00 | dt: 22ms | epoch: 37 | remaining: 173s    
step 05857 (42.3%) | loss: 0.045614 | mae: 32.69 | lrm: 1.00 | dt: 22ms | epoch: 37 | remaining: 173s    
step 05858 (42.3%) | loss: 0.048100 | mae: 31.55 | lrm: 1.00 | dt: 22ms | epoch: 37 | remaining: 173s    
step 05859 (42.4%) | loss: 0.047339 | mae: 32.56 | lrm: 1.00 | dt: 21ms | epoch: 37 | remaining: 173s    
step 05860 (42.4%) | loss: 0.047442 | mae: 35.55 | lrm: 1.00 | dt: 22ms | epoch: 37 | remaining: 173s    
step 05861 (42.4%) | loss: 0.048028 | mae: 29.81 | lrm: 1.00 | dt: 22ms | epoch: 37 | remaining: 173s    
step 05862 (42.4%) | loss: 0.047518 | mae: 44.12 | lrm: 1.00 | dt: 22ms | epoch: 37 | remaining: 173s    
step 05863 (42.4%) | loss: 0.046705 | mae: 34.80 | lrm: 1.00 | dt: 22ms | epoch: 37 | remaining: 173s    
step 05864 (42.4%) | loss: 0.048082 | mae: 35.13 | lrm: 1.00 | dt: 22ms | epoch: 37 | remaining: 173s    
step 05865 (42.4%) | loss: 0.047598 | mae: 33.28 | lrm: 1.00 | dt: 22ms | epoch: 37 | remaining: 173s    
step 05866 (42.4%) | loss: 0.048927 | mae: 34.07 | lrm: 1.00 | dt: 22ms | epoch: 37 | remaining: 173s    
step 05867 (42.4%) | loss: 0.048398 | mae: 32.86 | lrm: 1.00 | dt: 22ms | epoch: 37 | remaining: 173s    
step 05868 (42.4%) | loss: 0.047016 | mae: 29.36 | lrm: 1.00 | dt: 22ms | epoch: 37 | remaining: 173s    
step 05869 (42.4%) | loss: 0.049348 | mae: 43.13 | lrm: 1.00 | dt: 22ms | epoch: 37 | remaining: 173s    
step 05870 (42.4%) | loss: 0.048576 | mae: 37.55 | lrm: 1.00 | dt: 22ms | epoch: 37 | remaining: 173s    
step 05871 (42.4%) | loss: 0.046705 | mae: 37.79 | lrm: 1.00 | dt: 22ms | epoch: 37 | remaining: 173s    
step 05872 (42.5%) | loss: 0.045767 | mae: 25.56 | lrm: 1.00 | dt: 22ms | epoch: 37 | remaining: 173s    
step 05873 (42.5%) | loss: 0.045431 | mae: 35.16 | lrm: 1.00 | dt: 22ms | epoch: 37 | remaining: 173s    
step 05874 (42.5%) | loss: 0.044795 | mae: 28.96 | lrm: 1.00 | dt: 22ms | epoch: 37 | remaining: 173s    
step 05875 (42.5%) | loss: 0.045768 | mae: 29.71 | lrm: 1.00 | dt: 22ms | epoch: 37 | remaining: 173s    
step 05876 (42.5%) | loss: 0.044370 | mae: 27.10 | lrm: 1.00 | dt: 22ms | epoch: 37 | remaining: 173s    
step 05877 (42.5%) | loss: 0.042457 | mae: 31.03 | lrm: 1.00 | dt: 22ms | epoch: 37 | remaining: 173s    
step 05878 (42.5%) | loss: 0.042201 | mae: 32.56 | lrm: 1.00 | dt: 22ms | epoch: 37 | remaining: 172s    
step 05879 (42.5%) | loss: 0.043450 | mae: 30.15 | lrm: 1.00 | dt: 22ms | epoch: 37 | remaining: 172s    
